Date ,Decade,Province,City,Incident,Killed ,Injured,Government,President
9/30/2013,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
10/01/2013,2010,Gilgit-Baltistan,Chillas,Target killing,1,0,Democratic,Mamnoon H
10/01/2013,2010,Punjab,D.G. Khan,Target killing,1,0,Democratic,Mamnoon H
10/02/2013,2010,FATA,Parachinar,Target killing,1,2,Democratic,Mamnoon H
10/02/2013,2010,Punjab,Jhelum,Target killing,0,1,Democratic,Mamnoon H
10/04/2013,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
10/04/2013,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
10/05/2013,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
10/05/2013,2010,Sindh,Khairpur,Target killing,0,1,Democratic,Mamnoon H
10/05/2013,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
10/08/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
10/09/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
10/13/2013,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
10/14/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
10/22/2013,2010,Punjab,Lahore,Target killing,1,0,Democratic,Mamnoon H
10/24/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
10/27/2013,2010,Balochistan,Mastung,Target killing,2,0,Democratic,Mamnoon H
10/28/2013,2010,KPK,Hangu,Target killing,2,0,Democratic,Mamnoon H
10/29/2013,2010,Balochistan,Quetta,Target killing,1,0,Democratic,Mamnoon H
10/31/2013,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
11/02/2013,2010,Balochistan,Machh,Attack,6,0,Democratic,Mamnoon H
11/02/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
11/04/2013,2010,KPK,Hangu,Target killing,4,2,Democratic,Mamnoon H
11/04/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
11/04/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
11/04/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
11/04/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
11/06/2013,2010,Punjab,Rahimyar Khan,Target killing,0,2,Democratic,Mamnoon H
11/06/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
11/06/2013,2010,Sindh,Shahdad Kot,Attack,0,12,Democratic,Mamnoon H
11/07/2013,2010,Sindh,Larkana,Attack,0,10,Democratic,Mamnoon H
11/08/2013,2010,Punjab,Gujranwala,Target killing,3,0,Democratic,Mamnoon H
11/08/2013,2010,Sindh,Tattha,Attack,0,6,Democratic,Mamnoon H
11/11/2013,2010,Sindh,Khairpur,Target killing,0,2,Democratic,Mamnoon H
11/11/2013,2010,Sindh,Karachi,Attack,0,8,Democratic,Mamnoon H
11/12/2013,2010,Punjab,Muzaffargarh,Attack,0,2,Democratic,Mamnoon H
11/12/2013,2010,Punjab,Lahore,Target killing,0,3,Democratic,Mamnoon H
11/12/2013,2010,Sindh,Shahdadpur,Attack,0,5,Democratic,Mamnoon H
11/12/2013,2010,Sindh,Khairpur,Attack,1,3,Democratic,Mamnoon H
11/13/2013,2010,Sindh,Karachi,Attack,1,3,Democratic,Mamnoon H
11/14/2013,2010,Punjab,Khushab,Attack,0,3,Democratic,Mamnoon H
11/15/2013,2010,Punjab,Rawalpindi,Attack,0,78,Democratic,Mamnoon H
11/15/2013,2010,Punjab,Jhang,Attack,0,5,Democratic,Mamnoon H
11/15/2013,2010,Punjab,Chishtiyan,Attack,0,5,Democratic,Mamnoon H
11/15/2013,2010,Sindh,Karachi,Attack,0,2,Democratic,Mamnoon H
11/16/2013,2010,Azad Kashmir,Muzaffarabad,Attack,0,25,Democratic,Mamnoon H
11/16/2013,2010,Punjab,Multan ,Attack,1,2,Democratic,Mamnoon H
11/17/2013,2010,Sindh,Ghotki,Attack,0,2,Democratic,Mamnoon H
11/18/2013,2010,KPK,Kohat ,Attack,1,3,Democratic,Mamnoon H
11/19/2013,2010,Balochistan,Quetta,Attack,1,0,Democratic,Mamnoon H
11/19/2013,2010,Punjab,Gujrat,Attack,2,0,Democratic,Mamnoon H
11/20/2013,2010,Sindh,Karachi,Attack,1,3,Democratic,Mamnoon H
11/22/2013,2010,Punjab,Rawalpindi,Attack,0,1,Democratic,Mamnoon H
11/22/2013,2010,Sindh,Karachi,Attack,0,1,Democratic,Mamnoon H
11/23/2013,2010,Sindh,Karachi,Attack,5,31,Democratic,Mamnoon H
11/24/2013,2010,Balochistan,Quetta,Target killing,1,0,Democratic,Mamnoon H
11/24/2013,2010,FATA,Parachinar,Attack,3,3,Democratic,Mamnoon H
11/25/2013,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
11/26/2013,2010,Sindh,HyderAbad,Target killing,1,0,Democratic,Mamnoon H
11/29/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/01/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/01/2013,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
12/03/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/03/2013,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
12/05/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/06/2013,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
12/06/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/06/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/07/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/10/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/11/2013,2010,Sindh,Karachi,Attack,0,2,Democratic,Mamnoon H
12/15/2013,2010,Punjab,Lahore,Target killing,1,0,Democratic,Mamnoon H
12/17/2013,2010,FATA,Parachinar,Attack,2,4,Democratic,Mamnoon H
12/17/2013,2010,Gilgit-Baltistan,Gilgit ,Target killing,1,0,Democratic,Mamnoon H
12/17/2013,2010,Punjab,Rawalpindi,Attack,5,14,Democratic,Mamnoon H
12/18/2013,2010,Punjab,Rahimyar Khan,Target killing,1,1,Democratic,Mamnoon H
12/20/2013,2010,KPK,Peshawar,Target killing,1,0,Democratic,Mamnoon H
12/21/2013,2010,Balochistan,Quetta,Target killing,1,0,Democratic,Mamnoon H
12/21/2013,2010,Punjab,Rawalpindi,Target killing,1,0,Democratic,Mamnoon H
12/21/2013,2010,Punjab,Chiniot,Target killing,0,5,Democratic,Mamnoon H
12/22/2013,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
12/24/2013,2010,Sindh,Karachi,Attack,4,23,Democratic,Mamnoon H
12/25/2013,2010,Punjab,Rawalpindi,Target killing,1,0,Democratic,Mamnoon H
12/25/2013,2010,Sindh,Karachi,Target killing,0,2,Democratic,Mamnoon H
12/28/2013,2010,Sindh,Karachi,Target killing,2,1,Democratic,Mamnoon H
12/29/2013,2010,KPK,Tank,Target killing,1,0,Democratic,Mamnoon H
12/29/2013,2010,Sindh,Karachi,Target killing,3,0,Democratic,Mamnoon H
12/30/2013,2010,KPK,D.I. Khan,Target killing,2,0,Democratic,Mamnoon H
12/30/2013,2010,Punjab,Rawalpindi,Attack,2,0,Democratic,Mamnoon H
12/30/2013,2010,Sindh,Karachi,Attack,4,0,Democratic,Mamnoon H
01/01/2014,2010,Balochistan,Quetta,Attack,4,35,Democratic,Mamnoon H
01/02/2014,2010,Sindh,Khairpur,Target killing,1,0,Democratic,Mamnoon H
01/04/2014,2010,Sindh,Karachi,Target killing,4,4,Democratic,Mamnoon H
01/05/2014,2010,Punjab,Rajanpur,Target killing,1,0,Democratic,Mamnoon H
01/05/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
01/05/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
01/06/2014,2010,KPK,Hangu,Target killing,1,0,Democratic,Mamnoon H
01/07/2014,2010,KPK,Peshawar,Target killing,1,0,Democratic,Mamnoon H
01/08/2014,2010,Punjab,Rawalpindi,Target killing,1,0,Democratic,Mamnoon H
01/09/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
01/11/2014,2010,Sindh,HyderAbad,Target killing,1,0,Democratic,Mamnoon H
1/16/2014,2010,Punjab,Lahore,Target killing,1,0,Democratic,Mamnoon H
1/16/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/17/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/19/2014,2010,KPK,Tank,Target killing,1,0,Democratic,Mamnoon H
1/19/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
1/20/2014,2010,KPK,Peshawar,Target killing,1,0,Democratic,Mamnoon H
1/20/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/20/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
1/21/2014,2010,Balochistan,Mastung,Attack,28,40,Democratic,Mamnoon H
1/21/2014,2010,Punjab,Lahore,Target killing,0,1,Democratic,Mamnoon H
1/21/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/21/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/23/2014,2010,KPK,Kohat ,Target killing,1,0,Democratic,Mamnoon H
1/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/26/2014,2010,Punjab,Rahimyar Khan,Target killing,1,0,Democratic,Mamnoon H
1/27/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/28/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
1/29/2014,2010,Balochistan,Mastung,Target killing,1,0,Democratic,Mamnoon H
1/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
1/31/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
02/03/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
02/03/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
02/04/2014,2010,KPK,Peshawar,Target killing,1,0,Democratic,Mamnoon H
02/04/2014,2010,KPK,Peshawar,Attack,10,60,Democratic,Mamnoon H
02/06/2014,2010,Sindh,Karachi,Target killing,0,5,Democratic,Mamnoon H
02/08/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
02/08/2014,2010,FATA,Parachinar,Target killing,1,0,Democratic,Mamnoon H
02/09/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
02/10/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
02/11/2014,2010,KPK,Hangu,Target killing,3,0,Democratic,Mamnoon H
2/17/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/18/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/21/2014,2010,KPK,Kohat ,Target killing,1,0,Democratic,Mamnoon H
2/24/2014,2010,KPK,Kohat ,Attack,9,7,Democratic,Mamnoon H
2/24/2014,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
2/24/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/24/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/25/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/27/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/27/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
2/28/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
03/05/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
03/05/2014,2010,KPK,Peshawar,Target killing,1,0,Democratic,Mamnoon H
03/09/2014,2010,KPK,Peshawar,Target killing,1,0,Democratic,Mamnoon H
03/11/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
03/11/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
03/11/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
3/14/2014,2010,Sindh,Khairpur,Target killing,0,9,Democratic,Mamnoon H
3/15/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
3/16/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
3/18/2014,2010,Punjab,Hassanabdal ,Target killing,1,0,Democratic,Mamnoon H
3/18/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
3/18/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
3/20/2014,2010,Sindh,Khairpur,Target killing,1,0,Democratic,Mamnoon H
3/22/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/01/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/02/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/07/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/08/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/09/2014,2010,Sindh,Karachi,Target killing,3,0,Democratic,Mamnoon H
04/09/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/10/2014,2010,Sindh,Karachi,Target killing,1,2,Democratic,Mamnoon H
04/10/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/10/2014,2010,FATA,Parachinar,Target killing,1,0,Democratic,Mamnoon H
04/11/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
04/11/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
04/12/2014,2010,Balochistan,Quetta,Target killing,2,0,Democratic,Mamnoon H
04/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/15/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/17/2014,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
4/17/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/19/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/20/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
4/21/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/21/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/22/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/23/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
4/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/23/2014,2010,Sindh,Shikarpur ,Target killing,0,1,Democratic,Mamnoon H
4/23/2014,2010,Punjab,Faisalabad ,Target killing,1,0,Democratic,Mamnoon H
4/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/25/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
4/27/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
4/30/2014,2010,KPK,Peshawar ,Target killing,1,0,Democratic,Mamnoon H
4/30/2014,2010,KPK,Hangu,Target killing,1,0,Democratic,Mamnoon H
05/05/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
05/05/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
05/06/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
05/06/2014,2010,KPK,Kohat,Target killing,1,0,Democratic,Mamnoon H
05/08/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
05/12/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
05/12/2014,2010,KPK,Peshawar ,Target killing,1,0,Democratic,Mamnoon H
05/12/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
05/12/2014,2010,Punjab,Hassanabdal ,Target killing,1,0,Democratic,Mamnoon H
5/13/2014,2010,KPK,Hangu,Target killing,1,0,Democratic,Mamnoon H
5/13/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/14/2014,2010,FATA,Parachinar ,Target killing,0,1,Democratic,Mamnoon H
5/18/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
5/19/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/19/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/19/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/20/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/22/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
5/27/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/28/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/28/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/29/2014,2010,FATA,Orakzai Agency ,Target killing,4,0,Democratic,Mamnoon H
5/29/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/31/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
5/31/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/02/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/02/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
06/03/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/07/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
06/08/2014,2010,Balochistan,Taftan ,Attack,26,12,Democratic,Mamnoon H
06/09/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
06/09/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/14/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
6/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/16/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
6/17/2014,2010,KPK,Hangu ,Target killing,1,0,Democratic,Mamnoon H
6/21/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
6/30/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
07/06/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
07/08/2014,2010,Sindh,Khairpur ,Target killing,0,1,Democratic,Mamnoon H
07/10/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
07/11/2014,2010,KPK,Abbottabad ,Target killing,2,0,Democratic,Mamnoon H
07/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
07/12/2014,2010,KPK,Hangu ,Target killing,1,0,Democratic,Mamnoon H
7/16/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
7/16/2014,2010,Sindh,Karachi,Target killing,1,2,Democratic,Mamnoon H
7/17/2014,2010,KPK,Peshawar ,Target killing,1,0,Democratic,Mamnoon H
7/18/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/19/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/22/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,2,Democratic,Mamnoon H
7/23/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
7/23/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/24/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
7/25/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/25/2014,2010,Sindh,Karachi,Target killing,0,3,Democratic,Mamnoon H
7/26/2014,2010,Sindh,Karachi,Target killing,0,2,Democratic,Mamnoon H
7/29/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
7/29/2014,2010,Balochistan,Quetta ,Target killing,2,0,Democratic,Mamnoon H
08/05/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
08/10/2014,2010,Sindh,Karachi,Target killing,2,2,Democratic,Mamnoon H
08/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
08/12/2014,2010,Sindh,Karachi,Target killing,1,1,Democratic,Mamnoon H
08/12/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/13/2014,2010,KPK,D.I. Khan,Target killing,1,0,Democratic,Mamnoon H
8/14/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/16/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/18/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
8/18/2014,2010,Sindh,Karachi,Target killing,2,0,Democratic,Mamnoon H
8/20/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/23/2014,2010,Sindh,Karachi,Target killing,3,0,Democratic,Mamnoon H
8/26/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/27/2014,2010,Sindh,Karachi,Target killing,0,1,Democratic,Mamnoon H
8/27/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
8/28/2014,2010,Sindh,Karachi,Target killing,1,0,Democratic,Mamnoon H
